Club|Last Name|First Name|Pos|Base Salary|Compensation|year
MTL|Bush|Evan|GK|1e+05|1e+05|2015
VAN|Bustos|Marco|M|50000|54850|2015
MTL|Cabrera|Victor|D|60000|60000|2015
NE|Caldwell|Scott|M|60000|67500|2015
NYCFC|Calle|Javier|M|2e+05|225750|2015
COL|Calvert|Caleb|F|65000|72500|2015
MTL|Camara|Hassoun|D/M|235000|246625|2015
CLB|Campbell|Sergio|D/M|50000|52500|2015
VAN|Carducci|Marco|GK|60000|60000|2015
ORL|Carrasco|Servando|M|80750|85375|2015
PHI|Carreiro|Fred|M|60000|60000|2015
PHI|Carroll|Brian|M|150000|150000|2015
ORL|Cascio|Tony|M|78529|112279|2015
PHI|Casey|Conor|F|180000|180000|2015
NY|Castano|Santiago|GK|60000|60000|2015
DAL|Castillo|Fabian|F|145000|160000|2015
PHI|Catic|Dzenan|F|60000|75000|2015
SJ|Cato|Cordell|F|60000|60000|2015
ORL|Ceren|Darwin|M|66000|96437.5|2015
TOR|Chapman|Jay|M|70000|88500|2015
POR|Chara|Diego|M|170000|170000|2015
TOR|Cheyrou|Benoit|M|249999.96|259333.29|2015
MTL|Ciman|Laurent|D|370000|401666.67|2015
DAL|Cirigliano|Ezequiel|M|124999.92|167999.92|2015
CLB|Clark|Steve|GK|170000|188333.33|2015
HOU|Clark|Ricardo|M|304000|337750|2015
VAN|Clarke|Caleb|F|60000|60000|2015
HOU|Cochran|AJ|D|60375|76375|2015
CHI|Cochrane|Greg|D|60000|60000|2015
CHI|Cocis|Razvan|M|220000|226666.67|2015
ORL|Collin|Aurelien|D|5e+05|525000|2015
MTL|Cooper|Kenny|F|220000|285625|2015
DC|Coria|Facundo|M|60000|70375|2015
SEA|Correa|Andres|D|60000|68166.67|2015
DAL|Craft|Coy|F|60000|77083.33|2015
SEA|Craven|Andy|F|60000|60000|2015
PHI|Creavalle|Warren|D|108500|119000|2015
MTL|Crepeau|Maxime|GK|60000|60000|2015
COL|Cronin|Sam|M|2e+05|202500|2015
PHI|Cruz|Danny|M|125000|131666.67|2015
CHI|Cyrus|Daneil|D|72000|77833.33|2015
NE|Davies|Charlie|F|78750|82759.53|2015
HOU|Davis|Brad|M|4e+05|445500|2015
NY|Davis|Sean|M|80000|97500|2015
KC|de Jong|Marcel|D|180000|191500|2015
VAN|Dean|Christian|D|95000|176000|2015
LA|DeLaGarza|AJ|D|2e+05|202500|2015
DC|DeLeon|Nick|M|116259|151259|2015
TOR|Delgado|Marco|M|80000|82500|2015
SEA|Dempsey|Clint|F|3913008|4605941.5|2015
HOU|Deric|Tyler|GK|105000|112666.67|2015
KC|Dia|Amadou|D|50000|50000|2015
DAL|Diaz|Mauro|M|364000|442400|2015
|Dike|Bright|F|60638|64388|2015
NYCFC|Diskerud|Mix|M|750000|750000|2015
MTL|Donadel|Marco|M|190003.92|226670.59|2015
ORL|Donovan|Conor|D|80000|108000|2015
CHI|Doody|Patrick|D|50000|50000|2015
NE|Dorman|Andy|M|145000|145000|2015
LA|Dos Santos|Giovani|M|4000008|5750008|2015
COL|Doyle|Kevin|F|1125000|1170000|2015
DC|Doyle|Conor|F|60000|61250|2015
MTL|Drogba|Didier|F|1666668|2166668|2015
MTL|Duka|Dilaver|M|175000|2e+05|2015
LA|Dunivant|Todd|D|185000|205750|2015
NY|Duvall|Chris|D|60000|60000|2015
KC|Dwyer|Dom|F|4e+05|518750|2015
DC|Dykstra|Andrew|GK|60000|60000|2015
DAL|Earle|Otis|D|60000|77125|2015
VAN|Earnshaw|Robert|F|1e+05|1e+05|2015
PHI|Edu|Maurice|M|7e+05|768750|2015
ORL|Edwards|Earl|GK|50000|50000|2015
KC|Ellis|Kevin|D|60000|63150|2015
COL|Eloundou|Charles|F|60000|65000|2015
SJ|Emeghara|Innocent|F|988000|1300000|2015
DAL|Escobar|Rolando|M|180000|185000|2015
DC|Espindola|Fabian|F|175000|175000|2015
KC|Espinoza|Roger|M|750000|750000|2015
SEA|Evans|Brad|F|276665|302666.25|2015
PHI|Fabinho|Fabinho|D|114000|118500|2015
NYCFC|Facey|Shay|D|120000|120000|2015
NE|Fagundez|Diego|F|125000|152200|2015
DC|Farfan|Michael|M|120000|120000|2015
NE|Farrell|Andrew|D|117500|198500|2015
KC|Feilhaber|Benny|M|350000|362187.5|2015
PHI|Fernandes|Leo|M|60000|60000|2015
CHI|Fernandez|Collin|M|65000|67000|2015
RSL|Fernandez|Eduardo|GK|60000|60000|2015
COL|Figueroa|Maynor|D|99996|99996|2015
CHI|Filho|Adailton|D|2e+05|244500|2015
TOR|Findley|Robbie|F|225000|255500|2015
CLB|Finlay|Ethan|F|135000|142500|2015
SEA|Fisher|Oniel|D|50000|50000|2015
VAN|Flores|Deybi|M|60000|60000|2015
POR|Fochive|George|M|50000|50000|2015
ORL|Ford|Josh|GK|60000|60000|2015
CLB|Francis|Waylon|D|144000|170166.67|2015
SJ|Francis|Shaun|D|60000|62940.32|2015
DC|Franklin|Sean|D|202500|234166.67|2015
SEA|Frei|Stefan|GK|165000|165000|2015
SEA|Friberg|Erik|M|180000|202500|2015
VAN|Froese|Kianz|M-F|60000|64500|2015
SJ|Fucito|Michael|MF|60638|63527.8|2015
PHI|Gaddis|Raymon|D|130000|132500|2015
MTL|Gagnon-Lapare|Jeremy|M|60000|64000|2015
CLB|Gall|Romain|M|60000|63420.08|2015
DAL|Garcia|Danny|M|70000|86000|2015
LA|Garcia|Rafael|M|60000|60000|2015
RSL|Garcia|Olmes|F|130000|130000|2015
LA|Gargan|Dan|D|125000|125000|2015
HOU|Garrido|Luis|M|150000|150000|2015
CHI|Gehrig|Eric|M|95000|100833.33|2015
CLB|George|Kevan|M|60000|60000|2015
LA|Gerrard|Steven|M|6200004|6332504|2015
RSL|Gil|Luis|M|240000|335083.33|2015
TOR|Giovinco|Sebastian|M|5600000|7115555.67|2015
RSL|Glad|Justen|D|60000|71000|2015
POR|Gleeson|Jake|GK|72600|72600|2015
SJ|Godoy|Anibal|M|204000|204000|2015
SJ|Gomez|Tomas|GK|50000|50000|2015
TOR|Gomez|Herculez|F|240000|261000|2015
NE|Goncalves|Jose|D|450000|479375|2015
TOR|Goncalves|Jackson|D|165000|192500|2015
DAL|Gonzalez|Jesse|GK|60000|69375|2015
LA|Gonzalez|Omar|D|1200000|1450000|2015
SEA|Gonzalez|Leonardo|D|165000|165000|2015
SJ|Goodson|Clarence|D|315000|342000|2015
LA|Gordon|Alan|F|175000|175000|2015
NYCFC|Grabavoy|Ned|M|2e+05|215000|2015
COL|Greenspan|Joseph|D|50000.04|50000.04|2015
NY|Grella|Mike|F|60000|60000|2015
TOR|Hagglund|Nick|D|60000|60000|2015
COL|Hairston|Marlon|M|80000|103000|2015
NE|Hall|Jeremy|D|70000|70000|2015
ORL|Hall|Tally|GK|215000|228500|2015
KC|Hallisey|Connor|M|60000|73750|2015
DC|Halsti|Markus|M|275000|336833.33|2015
DC|Hamid|Bill|GK|360000|405500|2015
TOR|Hamilton|Jordan|F|63000|75500|2015
CHI|Harden|Ty|D|71663|75078.2|2015
COL|Harrington|Michael|M-D|130000|130000|2015
DAL|Harris|Atiba|M-F|130000|130000|2015
VAN|Harvey|Jordan|D|150000|150000|2015
ORL|Heath|Harrison|M|60000|60000|2015
DAL|Hedges|Matt|D|135000|135000|2015
NE|Herivaux|Zachary|M|60000|60000|2015
DAL|Hernandez|Moises|D|60000|61625|2015
NYCFC|Hernandez|Jason|D|175000|185000|2015
CLB|Higuain|Federico|M-F|1175000|1175000|2015
ORL|Higuita|Cristian|M|60000|60000|2015
ORL|Hines|Sebastian|D|108576|109826|2015
HOU|Hoffman|Chandler|F|60000|60000|2015
DAL|Hollingshead|Ryan|M|60000|60000|2015
PHI|Hoppenot|Antoine|F|60000|60000|2015
HOU|Horst|David|D|78750|81500|2015
HOU|Hunter|Taylor|D|50000|50000|2015
VAN|Hurtado|Erik|F/M|78265|113265|2015
|Hurtado|Jhon Kennedy|D|230000|230000|2015
LA|Husidic|Baggio|M|125000|125000|2015
CHI|Igboananike|Kennedy|F|8e+05|901666.67|2015
NYCFC|Iraola|Andoni|D|200004|200004|2015
COL|Irwin|Clint|GK|85000|97000|2015
SEA|Ivanschitz|Andreas|M|180000|201250|2015
MTL|Jackson-Hamel|Anthony|F|60000|60000|2015
NYCFC|Jacobson|Andrew|M|150000|150000|2015
SJ|Jahn|Adam|F|60000|60000|2015
RSL|Jaime|Sebastian|F|2e+05|266666.67|2015
LA|Jamieson|Bradford|F|60000|60000|2015
DC|Jeffrey|Jared|M|68250|74450|2015
POR|Jewsbury|Jack|D|120000|137500|2015
CLB|Jimenez|Hector|M|90000|90000|2015
NYCFC|Johansen|Eirik|GK|50000.04|50000.04|2015
CHI|Johnson|Jason|F|90000|131000|2015
CHI|Johnson|Sean|GK|250000|253000|2015
POR|Johnson|Will|F|314000|334333.33|2015
CHI|Jones|Joevin|M|60000|66166.67|2015
NE|Jones|Jermaine|M|2800000|3052500|2015
SEA|Jones|Darwin|F|60000|66250|2015
LA|Juninho||M|350000|350000|2015
CHI|Junior|Gilberto|F|1144992|1144992|2015
VAN|Kah|Pa Modou|D|170000|170000|2015
ORL|Kaka||M|6660000|7167500|2015
CLB|Kamara|Kei|F|4e+05|536666.67|2015
CHI|Kann|Alec|GK|60000|60000|2015
TOR|Kantari|Ahmed|D|3e+05|345000|2015
RSL|Kavita|Phanuel|D|50000|50000|2015
LA|Keane|Robbie|F|4500000|4500000|2015
DAL|Keel|Stephen|D|60000|60000|2015
DC|Kemp|Taylor|D|60000|60000|2015
KC|Kempin|Jonathan|GK|85000|92083.33|2015
DAL|Kennedy|Dan|GK|233000|233000|2015
DC|Kitchen|Perry|D|172000|257450|2015
NY|Kljestan|Sacha|M|4e+05|537500|2015
CLB|Klute|Chris|D|82500|87802.09|2015
NE|Knighton|Brad|GK|82005|82005|2015
NE|Kobayashi|Daigo|M|135000|146666.67|2015
VAN|Koffie|Gershon|M|230000|241000|2015
TOR|Konopka|Chris|GK|66000|66000|2015
DC|Korb|Chris|D|99000|106479.83|2015
SJ|Koval|JJ|M|60000|60000|2015
SEA|Kovar|Aaron|M|60000|60200|2015
MTL|Kronberg|Eric|GK|132000|132000|2015
POR|Kwarasey|Adam|GK|260000|260000|2015
VAN|Laba|Matias|M|325000|325000|2015
COL|LaBrocca|Nick|M|160000|180000|2015
NY|Lade|Connor|D|60638|64891.01|2015
PHI|Lahoud|Michael|M|108900|112233.33|2015
ORL|Lameira|Valdomiro|M|50000|50000|2015
NYCFC|Lampard|Frank|M|6e+06|6e+06|2015
CLB|Lampson|Matt|GK|60000|60000|2015
CHI|Larentowicz|Jeff|D|265000|271000|2015
ORL|Larin|Cyle|F|125000|167000|2015
NY|Lawrence|Kemar|D|60000|60000|2015
PHI|Le Toux|Sebastien|M|275000|285228.13|2015
MTL|Lefevre|Wandrille|M|60000|60000|2015
SJ|Lenhart|Steven|F|150000|159083.33|2015
CLB|Lev-Ari|Sagi|F|60000|60000|2015
VAN|Lewis|Andre|M|60000|75000|2015
HOU|Lisch|Michael|GK|60000|60000|2015
LA|Lletget|Sebastian|M|95000.04|100500.04|2015
|Lochhead|Tony|D|134375|134375|2015
HOU|Lopez|Alexander|M|115500|135500|2015
KC|Lopez|Mikey|M|1e+05|172000|2015
HOU|Lovejoy|Rob|M|50000|50000|2015
TOR|Lovitz|Daniel|M|60000|60000|2015
SEA|Lowe|Damion|D|60375|71375|2015
DAL|Loyd|Zach|M|175000|196666.67|2015
SEA|Lyon|Charlie|GK|50000|50000|2015
CLB|Mabwati|Cedrick|M|201428.52|220178.52|2015
COL|MacMath|Zac|GK|130000|130000|2015
LA|Maganto|Ignacio|M|60000|60000|2015
CHI|Magee|Mike|F|4e+05|467500|2015
PHI|Maidana|Cristian|F|203500|217250|2015
MTL|Mallace|Calum|M|60000|75000|2015
VAN|Manneh|Kekuta|F|82500|112000|2015
TOR|Mannella|Chris|M|60000|60000|2015
POR|Manning|Anthony|D|50000.04|50000.04|2015
HOU|Manotas|Mauro|F|60000|60000|2015
RSL|Mansally|Kenny|F|60000|66500|2015
SEA|Mansaray|Victor|F|50000|53500|2015
MTL|Mapp|Justin|M|186725|199225|2015
PHI|Marquez|Richard|D|60000|60000|2015
SEA|Marshall|Chad|D|275000|291666.67|2015
DC|Martin|Collin|M|70000|84166.67|2015
RSL|Martinez|Juan Manuel|F|710000|1108666.67|2015
NY|Martins|Felipe|M|175000|207500|2015
SEA|Martins|Obafemi|F|2400000|3e+06|2015
ORL|Mateos|David|D|3e+05|325000|2015
VAN|Mattocks|Darren|F|180000|272000|2015
RSL|Maund|Aaron|D|60000|63449.5|2015
PHI|McCarthy|John|GK|60000|66250|2015
NY|McCarty|Dax|M|220000|262500|2015
CLB|McInerney|Jack|F|270000|334166.67|2015
VAN|McKendry|Ben|M|50000|50000|2015
PHI|McLaughlin|James|M|60000|60000|2015
NY|McLaws|Shawn|D|50000|50000|2015
NYCFC|McNamara|Thomas|M|60000|71500|2015
NYCFC|Meara|Ryan|GK|71663|72913|2015
SEA|Mears|Tyrone|D|165000|174000|2015
KC|Medranda|Jimmy|M|60000|60000|2015
POR|Melano|Lucas|F|799992|799992|2015
KC|Melia|Tim|GK|80000|84203.33|2015
NYCFC|Mena|Jefferson|D|2e+05|211400|2015
LA|Mendiola|Raul|F|60000|60400|2015
CLB|Meram|Justin|F|165000|175000|2015
SJ|Meredith|Bryan|GK|60000|60000|2015
LA|Meyer|Tommy|D|60000|73750|2015
VAN|Mezquida|Nicolas|M-F|80000|80000|2015
NY|Miazga|Matt|D|68250|74500|2015
MTL|Miller|Eric|M/D|60375|71375|2015
NY|Miller|Roy|M|2e+05|2e+05|2015
HOU|Miranda|Leonel|M|60000|60000|2015
DC|Mishu|Luke|D|50000|50000|2015
POOL|Mitchell|Trey|GK|50000.04|50000.04|2015
ORL|Molino|Kevin|M|1e+05|111400|2015
COL|Moor|Drew|D|258500|270500|2015
TOR|Moore|Luke|F|215000|235500|2015
RSL|Morales|Javier|M|3e+05|3e+05|2015
VAN|Morales|Pedro|M|1190000|1410900|2015
TOR|Morgan|Ashtone|D|1e+05|112000|2015
TOR|Morrow|Justin|D|170000|179562.5|2015
NE|Mulgrew|Timothy|F|50000.04|50000.04|2015
RSL|Mulholland|Luke|M|82500|83750|2015
NYCFC|Mullins|Patrick|F|80000|110000|2015
KC|Mustivar|Soni|M|250000|250000|2015
ORL|Mwanga|Danny|F|75000|82500|2015
KC|Myers|Chance|D-M|170000|195000|2015
KC|Nagamura|Paulo|M|230000|230000|2015
POR|Nagbe|Darlington|M/F|244000|263000|2015
POR|Nanchoff|Michael|M|60000|60000|2015
SEA|Neagle|Lamar|M|165000|167833.33|2015
ORL|Neal|Lewis|M|112500|119103.28|2015
KC|Nemeth|Krisztian|F|250000|250000|2015
NE|Neumann|Steve|M-F|71500|92750|2015
NE|Nguyen|Lee|M/F|175000|193750|2015
PHI|Nogueira|Vincent|M|330000|330000|2015
CHI|Nyarko|Patrick|F|2e+05|215750|2015
SJ|Nyassi|Sanna|M|120000|126250|2015
NY|Obekop|Marius|M|50000|50000|2015
SEA|Ockford|Jimmy|D|60000|60000|2015
MTL|Oduro|Dominic|F|250000|251666.67|2015
NE|Okoli|Sean|F|50000|50000|2015
KC|Okugo|Amobi|M|275000|3e+05|2015
RSL|Okwuonu|Boyd|D|60000|80000|2015
HOU|Olabiyi|Rasheed|M|60000|60000|2015
RSL|Olave|Jamison|D|290000|3e+05|2015
KC|Opara|Ike|D|115000|121250|2015
DC|Opare|Kofi|D|60000|60000|2015
TOR|Osorio|Jonathan|M|145000|152599.68|2015
NY|Ouimette|Karl|D|60000|60000|2015
VAN|Ousted|David|GK|286000|302570|2015
RSL|Ovalle|Adolfo|M|60000|70500|2015
CHI|Palmer|Lovel|M|118000|125500|2015
KC|Palmer-Brown|Erik|D|60000|60500|2015
POR|Paparatto|Norberto|D|120000|120000|2015
SEA|Pappa|Marco|M|75000|75000|2015
VAN|Parker|Tim|D|60000|78750|2015
CLB|Parkhurst|Michael|D|275000|3e+05|2015
POR|Peay|Taylor|D|50000|50000|2015
RSL|Pecka||M|60000|64166.67|2015
SJ|Pelosi|Marc|M|60000|72500|2015
DAL|Pereira|Michel|M/D|140000|161500|2015
POR|Pereira|Jeanderson|D|60000|60000|2015
DAL|Perez|Blas|F|350000|374250|2015
SJ|Perez|Matias|M|240000|240000|2015
LA|Perk|Brian|GK|60000|60000|2015
SEA|Perkins|Troy|GK|130000|136662.5|2015
TOR|Perquis|Damien|D|323000|372500|2015
NY|Perrinelle|Damien|D|132000|132000|2015
KC|Peterson|Jacob|F|123500|130375|2015
PHI|Pfeffer|Zach|M|60000|60000|2015
RSL|Phillips|Demar|D|140000|149666.67|2015
MTL|Piatti|Ignacio|M|4e+05|4e+05|2015
SJ|Pierazzi|Jean Baptiste|M|260000|260000|2015
SEA|Pineda|Gonzalo|M|160000|160000|2015
NYCFC|Pirlo|Andrea|M|2000004|2315694|2015
COL|Pittinari|Lucas|M|190000|210000|2015
RSL|Plata|Joao|F|150000|150000|2015
CLB|Pogatetz|Emanuel|D|250000|262500|2015
NYCFC|Poku|Kwadwo|M|60000|63045.09|2015
CHI|Polster|Matt|D|60000|75000|2015
DC|Pontius|Chris|M-F|365000|396000|2015
MTL|Porter|Cameron|F|50000|50000|2015
POR|Powell|Alvas|D|60000|68700|2015
COL|Powers|Dillon|M|245000|275000|2015
KC|Quintilla|Jordi|M|50000.04|59525.04|2015
COL|Ramirez|Juan Edgardo|M|75000|75000|2015
ORL|Ramos|Rafael|D|50000|50000|2015
ORL|Redding|Tommy|D|85000|92500|2015
SEA|Remick|Dylan|D|60000|60000|2015
SJ|Renato|Paulo|D|96000|96000|2015
MTL|Reo-Coker|Nigel|D-M|275000|275000|2015
NY|Reynish|Kyle|GK|86000|90316.67|2015
ORL|Ribeiro|Pedro|M|60000|60000|2015
LA|Ribeiro Da Silva|Leonardo|D|150000|155000|2015
NY|Richards|Dane|M|105000|105000|2015
LA|Ricketts|Donovan|GK|260000|260000|2015
POR|Ridgewell|Liam|D|1e+06|1150000|2015
COL|Riley|James|D|77500|83750|2015
RSL|Rimando|Nick|GK|350000|370000|2015
CHI|Ritter|Chris|M|60000|60000|2015
ORL|Rivas|Carlos|M|60000|60000|2015
ORL|Rivera|Sidney|F|50000|50000|2015
VAN|Rivero|Octavio|F|890850|890850|2015
TOR|Roberts|Quillan|GK|60000|60000|2015
DC|Robinson|Jalen|D|70000|82000|2015
NY|Robles|Luis|GK|130000|151375|2015
ORL|Rochez|Bryan|F|2e+05|279500|2015
HOU|Rodriguez|Jose "Memo"|M|60000|60000|2015
HOU|Rodriguez|Raul|D|325000|354333.33|2015
VAN|Rodriguez|Diego|D|124000|165750|2015
LA|Rogers|Robbie|F|175000|191666.67|2015
SEA|Roldan|Cristian|M|80000|102000|2015
DC|Rolfe|Chris|F|210000|225000|2015
MTL|Romero|Andres|F|1e+05|1e+05|2015
LA|Romney|David|D|60000|60000|2015
VAN|Rosales|Mauro|M|215000|265000|2015
SEA|Rose|Andy|M|60000|60000|2015
LA|Rowe|Brian|GK|60000|60000|2015
NE|Rowe|Kelyn|M|140000|221000|2015
NE|Rudy|Tyler|M|50000|50000|2015
LA|Rugg|Charlie|F|60000|60000|2015
DC|Saborio|Alvaro|F|4e+05|493333.33|2015
CLB|Saeid|Mohammed|M|1e+05|110000|2015
SJ|Salinas|Shea|M|145000|148333.33|2015
NY|Sam|Lloyd|F|230000|240000|2015
VAN|Sampson|Ethen|D|60000|60000|2015
COL|Sanchez|Vicente|F|210000|286666.67|2015
NY|Sanchez|Emmanuel|M|50000|50000|2015
RSL|Sandoval|Devon|F|60000|60000|2015
PHI|Sapong|CJ|F|125000|142000|2015
HOU|Sarkodie|Kofi|D|190000|235500|2015
COL|Sarvas|Marcelo|M|360000|425000|2015
RSL|Saucedo|Sebastian|M|50000|60500|2015
NYCFC|Saunders|Josh|GK|90000|90000|2015
CLB|Sauro|Gaston|D|583200|599512.5|2015
CLB|Schoenfeld|Aaron|F|60000|60000|2015
RSL|Schuler|Chris|D|165000|182000|2015
SEA|Scott|Zach|D|65000|65000|2015
POR|Seaton|Michael|F|60000|63000|2015
DAL|Seitz|Chris|GK|130000|130000|2015
COL|Serna|Dillon|M|60000|73000|2015
ORL|Shea|Brek|M-D|475000|520000|2015
NYCFC|Shelton|Khiry|F|70000|87500|2015
SJ|Sherrod|Mark|F|60000|60000|2015
CHI|Shipp|Harrison|F|87500|112500|2015
NE|Shuttleworth|Robert|GK|101250|111250|2015
RSL|Silva|Luis|M|131384|162634|2015
SJ|Silva|Matheus||50000.04|50000.04|2015
TOR|Simonin|Clement|D|60000|60000|2015
KC|Sinovic|Seth|M-D|140000|146750|2015
COL|Sjoberg|Axel|D|60000|75000|2015
NE|Smith|Donnie|M|60000|60000|2015
VAN|Smith|Jordan|D|95000.04|102743.04|2015
COL|Solignac|Luis|F|65004|65004|2015
LA|Sorto|Oscar|D|60000|61875|2015
DAL|Soumare|Bakary|D|225000|225000|2015
NE|Spangenberg|Trevor|GK|50000|50000|2015
CLB|Speas|Ben|F|68355|68355|2015
COL|St. Ledger|Sean|D|124992|147492|2015
HOU|Steinberger|Zach|M|60000|76250|2015
CLB|Steindorsson|Kristinn|M|105000|119437.5|2015
CHI|Stephens|Michael|M|95000|105000|2015
SJ|Stephenson|Khari|M|68254.2|71645.94|2015
RSL|Stertzer|John|M|60000|69166.67|2015
SJ|Stewart|Jordan|M-D|150000|150000|2015
NY|Stolz|Leo|M|70000|86250|2015
HOU|Sturgis|Nathan|D-M|71250|75375|2015
CLB|Stuver|Brad|GK|60000|60000|2015
CLB|Swanson|Ben|M|60000|80416.67|2015
PHI|Sylvestre|Brian|GK|60000|60000|2015
NYCFC|Tasende|Jose Angel|D|60000|60000|2015
HOU|Taylor|Jermaine|D|203500|213000|2015
NYCFC|Taylor|Tony|F|75000|84375|2015
CLB|Tchani|Tony|M|170000|195000|2015
VAN|Techera|Cristian|F|60000|85000|2015
VAN|Teibert|Russell|M|1e+05|167500|2015
DAL|Texeira|David|F|338000|338000|2015
POR|Thoma|Andy|D-M|60000|75000|2015
SJ|Thompson|Tommy|M|140000|145000|2015
NE|Tierney|Chris|D-M|110000|113333.33|2015
MTL|Tissot|Maxim|D|60000|60000|2015
MTL|Toia|Donny|D|60000|60000|2015
VAN|Tornaghi|Paolo|GK|80000|80000|2015
COL|Torres|Gabriel|F|262000|274500|2015
HOU|Torres|Erick|F|350000|425000|2015
SEA|Torres|Roman|D|438000|513812.5|2015
CLB|Trapp|Wil|M|137500|164500|2015
|Tshuma|Schillo|F|85000|123000|2015
ORL|Turner|Tyler|D|60000|60000|2015
DAL|Ulloa|Victor|M|60000|60000|2015
POR|Urruti|Maximiliano|F|200000.04|200000.04|2015
SEA|Valdez|Nelson|F|960000|1215000|2015
POR|Valeri|Diego|M|550000|550000|2015
RSL|Vasquez|Elias|D|110000|122136.67|2015
LA|Vayrynen|Mika|M|204996|227496|2015
NYCFC|Velasquez|Sebastian|M|60000|60000|2015
MTL|Venegas|Johan|M|120000|132500|2015
NY|Veron|Gonzalo|M-F|200004|200004|2015
NYCFC|Villa|David|F|5610000|5610000|2015
POR|Villafana|Jorge|F|130000|135000|2015
LA|Villarreal|Jose|M|60000|61875|2015
PHI|Vitoria|Steven|D|4e+05|4e+05|2015
CLB|Wahl|Tyson|D|95000|99666.67|2015
LA|Walker|Kenney|M|60000|60000|2015
NY|Wallace|Anthony|M-D|60000|60000|2015
POR|Wallace|Rodney|M-D|165000|190000|2015
TOR|Warner|Collen|M-F|129937|157437|2015
VAN|Waston|Kendall|D|225000|226250|2015
CHI|Watson|Matt|M|80620|91689.16|2015
DAL|Watson|Jevaughn|M-D|160000|180000|2015
NYCFC|Watson-Siriboe|Kwame|D|65000|81666.67|2015
COL|Watts|Jared|M|60000|60000|2015
POR|Weber|Andrew|GK|60000|60000|2015
PHI|Wenger|Andrew|D/F|180000|282000|2015
PHI|White|Ethan|D|125000|125000|2015
HOU|Williams|Sheanon|F|145000|150500|2015
MTL|Williams|Romario|F|65000|87000|2015
TOR|Williams|Josh|D|125000|125000|2015
HOU|Willis|Joe|GK|90000|90000|2015
NYCFC|Wingert|Chris|D|215000|215000|2015
ORL|Winter|Adrian|M|180000|198333.33|2015
LA|Wolverton|Andrew|GK|50000.04|50000.04|2015
SJ|Wondolowski|Chris|M|625000|675000|2015
NE|Woodberry|London|D|60000|60000|2015
DC|Worra|Travis|GK|50000|50000|2015
NY|Wright-Phillips|Bradley|F|6e+05|660000|2015
NY|Wright-Phillips|Shaun|M|116004|145704|2015
SJ|Wynne|Marvell|D|190000|200625|2015
LA|Zardes|Gyasi|F|150000|223000|2015
TOR|Zavaleta|Eriq|F|85000|115600|2015
POR|Zemanski|Ben|M|81033|83533|2015
DAL|Zendejas|Alejandro|F|60000|76666.67|2015
DAL|Zimmerman|Walker|D|1e+05|180100|2015
NY|Zizzo|Sal|F|80850|94895.71|2015
NY|Zubar|Ronald|D|240000|320000|2015
KC|Zusi|Graham|F-M|650000|682102.27|2015
DAL|Acosta|Kellyn|M|55000|79000|2014
VAN|Adekugbe|Samuel|D|50000|55000|2014
POR|Adi|Fanendo|F|580800|593300|2014
COL|Agbossoumonde|Gale|D|48825|55491.67|2014
DAL|Akindele|Tesho|F|48500|48500|2014
NE|Akpan|Andre|F|48500|51333.33|2014
VAN|Alderson|Bryce|M|1e+05|115000|2014
CHI|Alex||M|123750|133700|2014
NY|Alexander|Eric|M|115000|128750|2014
POR|Alhassan|Kalif|M|120000|120000|2014
RSL|Allen|Jordan|M/F|80000|90000|2014
SEA|Alonso|Osvaldo|M|4e+05|4e+05|2014
NE|Alston|Kevin|D|125000|143333.33|2014
COL|Alvarez|Carlos|M|73150|108150|2014
ORL|Alvarez|Yordany|M|48500|56000|2014
CHI|Amarikwa|Quincy|F|60000|60000|2014
CHI|Anangono|Juan Luis|F|175000|175000|2014
SEA|Anibaba|Jalil|D|119620|159620|2014
CLB|Anor|Bernardo|M|48825|48825|2014
SEA|Apam|Onyekachi|D|60000|60000|2014
TOR|Aparicio|Manuel|M|36504|36504|2014
HOU|Arena|Anthony|D|36504|36504|2014
COL|Armstrong|David|M|36504|36504|2014
DC|Arnaud|Davy|M|212500|212500|2014
CLB|Arrieta|Jairo|F|135000|135000|2014
HOU|Ashe|Corey|M|165000|174750|2014
DC|Attakora|Nana|D|62500|65575.52|2014
RSL|Attinella|Jeff|GK|48825|48825|2014
CHV|Avila|Eric|M|115000|135000|2014
SEA|Azira|Michael|D|48504|51147.54|2014
CLB|Baiden|Kingsley|M|36504|36504|2014
RSL|Balchan|Rich|D|48500|48500|2014
VAN|Ballouchy|Mehdi|M|65000|65000|2014
SJ|Barklage|Brandon|M|65000|68415.21|2014
HOU|Barnes|Giles|M|230000|241158.33|2014
NE|Barnes|Darrius|D|80000|86666.67|2014
CHV|Barrera|Leandro|F|50000|50000|2014
SEA|Barrett|Chad|F|80000|85000|2014
CLB|Barson|Chad|D|48825|48825|2014
HOU|Beasley|DaMarcus|D|750000|779166.67|2014
RSL|Beckerman|Kyle|M|350000|378750|2014
CLB|Bedell|Adam|F|36504|36504|2014
VAN|Beitashour|Steven|D|170000|177166.67|2014
TOR|Bekker|Kyle|M|51150|77400|2014
MTL|Beland-Goyette|Louis|M|36504|36504|2014
RSL|Beltran|Anthony|D|186450|186450|2014
TOR|Bendik|Joe|GK|140000|147375|2014
NE|Bengtson|Jerry|F|144000|144000|2014
DAL|Benitez|Jair|D|97875|97875|2014
SJ|Bernardez|Victor|D|100008|141608|2014
COL|Berner|John|GK|36500|36500|2014
